book	chapter	verse	figure	english_snippet	note	source
16-nehemiah	9	13	doublet		**Just judgments** and **laws of truth** mean similar things. The expressions **good statutes** and **commandments** also mean something similar to each other and to the first two expressions. If your readers would misunderstand this, you could combine all of these phrases into one comprehensive phrase. Alternate translation: “many trustworthy instructions about how to live in the right way,” otherwise “instructions and rules that are just and reliable, and laws and commands that are good”	door43_utn
16-nehemiah	9	14	doublet		**Commandments**, **statutes**, and **law** mean similar things. Together they are a comprehensive description of the Law of Moses. If your readers would misunderstand this, you could combine them in a single phrase. Alternate translation: “You told them to obey everything you had commanded,” otherwise “you gave them commands and rules and laws”	door43_utn
16-nehemiah	9	17	doublet		**Gracious** and **compassionate** mean similar things. The Levites use them together to emphasize how merciful God is. If your readers would misunderstand this, you could combine these words into a single expression. Alternate translation: “genuinely merciful,” otherwise “who acts kindly and mercifully toward us”	door43_utn
16-nehemiah	9	22	doublet		**Kingdoms** and **peoples** mean similar things. They are two different ways of describing the groups that the Israelites defeated. The repetition emphasizes how remarkable it was for Yahweh to enable the Israelites to defeat these stronger opponents. If your readers would misunderstand this, you could combine these words into a single expression. Alternate translation: “you enabled them to defeat the nations that were living there”	door43_utn
16-nehemiah	9	24	doublet		These two phrases mean similar things. The repetition is used for clarity. If it would be helpful to your readers, you could combine them. Alternate translation: “the Canaanites who lived there,” otherwise “the people who lived here in this land, the descendants of Canaan”	door43_utn
16-nehemiah	9	26	doublet		**Disobeyed** and **rebelled** mean similar things. The Levites use them together to emphasize how serious an offense it was for the Israelites to turn against Yahweh after he had blessed them so greatly. If your readers would misunderstand this, you could combine these words. Alternate translation: “they turned against you”	door43_utn
16-nehemiah	9	28	doublet		**They** means the Israelites. **Returned** and **cried out** mean similar things. Both terms describe how the Israelites realized that they should have remained loyal to Yahweh and that they desperately needed his help. If your readers would misunderstand this, you could use one expression for both terms. Alternate translation: “The Israelites asked you again to help them”	door43_utn
16-nehemiah	9	31	doublet		**Gracious** and **merciful** mean similar things. The Levites use them together to emphasize that God did not punish the Israelites the way they deserved. You do not need to repeat both words in your translation if that would make the meaning less clear for your readers. Alternate translation: “very merciful”	door43_utn
16-nehemiah	9	32	doublet		As in [1:5](../01/05.md), **great** and **fearsome** mean similar things. “Mighty” also means something similar. The Levites use all of these words together to emphasize how much respect God deserves. You do not need to repeat all three words in your translation if that would be confusing for your readers. However, there is a slight difference in meaning, and you could also bring that out in your translation. “Great” and “mighty” refer to how powerful God is objectively. “Fearsome” reflects how people should respond to God’s greatness subjectively. They should “fear” God. This does not mean that they should be afraid of him, but that they should show him respect and reverence. Alternate translation: “the God who deserves total respect”	door43_utn
16-nehemiah	9	32	merism		This is a figure of speech in which the Levites are describing an entire time period by reference to its beginning and end, in order to include everything in between. Alternate translation: “the entire time we have been under foreign domination”	door43_utn
